,P1,P2,Dist,Lvl
155,50291.0,61480.0,0.0011612883242547941,2.0
156,30990.0,63167.0,0.0011659606801562251,2.0
157,13451.0,39718.0,0.001166448927859904,2.0
158,5293.0,26545.0,0.001169149323674709,2.0
159,24254.0,52619.0,0.0011741517864928249,2.0
160,47470.0,47471.0,0.0011764505603998026,2.0
161,43983.0,53991.0,0.0011774840419659788,2.0
162,11145.0,22472.0,0.0011790744413151995,2.0
163,18314.0,49094.0,0.0011856153624579865,2.0
164,33348.0,52641.0,0.001186474793654282,2.0
165,35661.0,35698.0,0.0011917442214991335,2.0
166,47655.0,65268.0,0.0011982330474406186,2.0
167,3739.0,56399.0,0.0012012429709882927,2.0
168,14060.0,61436.0,0.0012047392663849462,2.0
169,10987.0,33169.0,0.0012255298845580088,2.0
170,52279.0,68109.0,0.0012298993144911968,2.0
171,53032.0,54792.0,0.0012437495843484077,2.0
172,5446.0,49513.0,0.0012559070653977715,2.0
173,52662.0,71518.0,0.0012590664255129988,2.0
174,7259.0,14957.0,0.001259200731047782,2.0
175,11940.0,22882.0,0.00126408009076941,2.0
176,30794.0,45982.0,0.0012663371186662407,2.0
177,50955.0,60494.0,0.0012692596318189732,2.0
178,36762.0,50272.0,0.0012797805376892346,2.0
179,7480.0,24409.0,0.00130351586721057,2.0
180,7352.0,15588.0,0.0013035382148854917,2.0
181,3895.0,8658.0,0.0013218882433526946,2.0
182,49621.0,64274.0,0.0013236336997405167,2.0
183,30722.0,46804.0,0.0013254539507322953,2.0
184,2038.0,2058.0,0.001326479973775815,2.0
185,10149.0,20992.0,0.0013285886814118932,2.0
186,56585.0,69040.0,0.0013388570387746293,2.0
187,11538.0,21828.0,0.0013459920520344567,2.0
188,39816.0,58257.0,0.0013504903507113248,2.0
189,25540.0,57130.0,0.0013518978971204592,2.0
190,54618.0,60463.0,0.0013570593760332355,2.0
191,36484.0,41956.0,0.0013574951383510836,2.0
192,51020.0,60512.0,0.0013648741970635767,2.0
193,24221.0,35702.0,0.0013779573382042402,2.0
194,36497.0,36895.0,0.0013830665192689662,2.0
195,33712.0,37269.0,0.0013947712445122064,2.0
196,36651.0,68068.0,0.001397206749585383,2.0
197,41809.0,52336.0,0.001397793501090446,2.0
198,27760.0,48278.0,0.0014174532111307283,2.0
199,61729.0,61892.0,0.0014287783074476246,2.0
200,6553.0,45932.0,0.0014301278185405298,2.0
201,204.0,18013.0,0.0014303669771445488,2.0
202,20371.0,56697.0,0.001435169761422702,2.0
203,8448.0,21408.0,0.0014436399653569678,2.0
204,41556.0,43212.0,0.001450379003934889,2.0
205,23626.0,41306.0,0.0014552329350533044,2.0
206,41073.0,67470.0,0.00145946273369614,2.0
207,5627.0,45785.0,0.0014788880960285,2.0
208,34060.0,45874.0,0.0014800263010506212,2.0
209,4612.0,50378.0,0.0014806382752061752,2.0
210,33905.0,46875.0,0.0014851683032331676,2.0
211,44163.0,65121.0,0.0014909793200173287,2.0
212,25112.0,52060.0,0.0014995278117387566,2.0
213,20648.0,35214.0,0.0015031430620920468,2.0
214,43739.0,55086.0,0.0015043644266681706,2.0
215,41594.0,64031.0,0.0015177786531489774,2.0
216,47185.0,71500.0,0.001530694736683341,2.0
217,29834.0,29844.0,0.001535368556360694,2.0
218,1311.0,20450.0,0.0015366639420801309,2.0
219,50484.0,69148.0,0.001539110798274716,2.0
220,24276.0,35618.0,0.0015408671479536368,2.0
221,29501.0,34967.0,0.0015495773554770574,2.0
222,52346.0,60030.0,0.0015539777258017687,2.0
223,1908.0,46617.0,0.0015563548620618122,2.0
224,45040.0,54543.0,0.0015585683812977535,2.0
225,23134.0,59776.0,0.0015591346930988684,2.0
226,29862.0,38215.0,0.0015594596594126749,2.0
227,25683.0,47973.0,0.001563241129550664,2.0
228,11048.0,26639.0,0.001569819401612428,2.0
229,58357.0,67427.0,0.0015754667707472845,2.0
230,29155.0,50530.0,0.0015756587781864302,2.0
231,53501.0,54615.0,0.0015759795333493661,2.0
232,5384.0,57898.0,0.001590271740072146,2.0
233,13330.0,18915.0,0.001595659964424371,2.0
234,36547.0,69855.0,0.0015967426105828776,2.0
235,22910.0,26667.0,0.0016208578162488334,2.0
236,37053.0,69877.0,0.0016220910331278485,2.0
237,1785.0,43709.0,0.001628065474510167,2.0
238,56290.0,65273.0,0.0016316893947697043,2.0
239,30746.0,56081.0,0.0016526195189579514,2.0
240,70527.0,71217.0,0.0016557883485962236,2.0
241,7440.0,20285.0,0.001664632619750991,2.0
242,34593.0,57358.0,0.001666997979986239,2.0
243,2188.0,66386.0,0.0016752193523663613,2.0
244,27960.0,48539.0,0.0016790482330688854,2.0
245,4380.0,43222.0,0.0016807786251901765,2.0
246,38650.0,69775.0,0.0016955755669722562,2.0
247,36868.0,60411.0,0.001704238453368953,2.0
248,13912.0,21951.0,0.0017042488659204224,2.0
249,34170.0,44737.0,0.001707875164372102,2.0
250,12274.0,72013.0,0.001710342686888375,2.0
251,15528.0,47780.0,0.0017120145451724126,2.0
252,46043.0,47967.0,0.0017196650430124753,2.0
253,56407.0,58883.0,0.001723036709818322,2.0
254,38671.0,70881.0,0.0017240249175935966,2.0
255,35312.0,42048.0,0.0017292696583385593,2.0
256,29575.0,57999.0,0.0017302546649541229,2.0
257,11936.0,62152.0,0.001737095948510695,2.0
258,11818.0,44289.0,0.0017425989342710086,2.0
259,49350.0,52269.0,0.001746214829679904,2.0
260,55201.0,56206.0,0.0017473182253175312,2.0
261,29431.0,58022.0,0.0017520699634653695,2.0
262,7091.0,7469.0,0.0017523670469302673,2.0
263,19938.0,72671.0,0.0017570300115547556,3.0
264,30658.0,62445.0,0.0017626847877665014,2.0
265,2252.0,31842.0,0.0017633320184061935,2.0
266,45936.0,61596.0,0.0017651814541638003,2.0
267,13027.0,51702.0,0.0017655835851992567,2.0
268,4606.0,36326.0,0.0017655960797907763,2.0
269,7131.0,54316.0,0.0017665785933736115,2.0
270,6434.0,13104.0,0.0017741772351857368,2.0
271,4049.0,62234.0,0.0017746505774447509,2.0
272,7634.0,19979.0,0.0017746569228238173,2.0
273,33357.0,59035.0,0.001776012122389624,2.0
274,50094.0,62642.0,0.0017780951026935238,2.0
275,65756.0,69317.0,0.001778765091691424,2.0
276,1320.0,12751.0,0.0017841003123645518,2.0
277,15782.0,68461.0,0.0017992883792829965,2.0
278,35169.0,52472.0,0.0017994950675942656,2.0
279,48033.0,54957.0,0.0018008253014545263,2.0
280,38715.0,59891.0,0.0018044875039127993,2.0
281,16194.0,16195.0,0.0018074158125029036,2.0
282,5297.0,29377.0,0.0018082249248907677,2.0
283,21958.0,66589.0,0.0018179244665528468,2.0
284,10189.0,65543.0,0.0018185958314353504,2.0
285,43325.0,58867.0,0.0018225293689613199,2.0
286,15925.0,31294.0,0.001823480435622295,2.0
287,29735.0,50315.0,0.0018236139159490549,2.0
288,15327.0,38512.0,0.0018294167604438613,2.0
289,24088.0,66676.0,0.0018328377155055976,2.0
290,9418.0,65140.0,0.0018408739891042426,2.0
291,13698.0,67776.0,0.0018435243605024786,2.0
292,17877.0,22444.0,0.0018510257272786107,2.0
293,67506.0,67535.0,0.0018535189003258926,2.0
294,58655.0,71146.0,0.0018541787581190545,2.0
295,3385.0,27379.0,0.0018597655458450872,2.0
296,2057.0,2454.0,0.0018773403184301769,2.0
297,11058.0,57385.0,0.0018793970160103414,2.0
298,12908.0,55320.0,0.001883041744413642,2.0
299,17109.0,35369.0,0.0018850713575479178,2.0
300,38112.0,67072.0,0.0018874871814347019,2.0
301,7851.0,9931.0,0.0018927824045862833,2.0
302,5294.0,17366.0,0.001896872123843791,2.0
303,38241.0,63955.0,0.0018977235761446784,2.0
304,23634.0,35593.0,0.0019023219713859886,2.0
305,16571.0,41652.0,0.0019025768835009564,2.0
306,39477.0,52858.0,0.0019047316662417295,2.0
307,33968.0,44076.0,0.0019049087651512625,2.0
308,38615.0,47789.0,0.0019060341786180147,2.0
309,20138.0,58194.0,0.0019128926210584486,2.0
310,36720.0,37238.0,0.001914033450794749,2.0
311,57633.0,69050.0,0.001915082344238991,2.0
312,14752.0,65719.0,0.001918664863000867,2.0
313,2489.0,53759.0,0.001920820854128428,2.0
314,35654.0,70452.0,0.0019257518058935085,2.0
315,26589.0,57665.0,0.001930087201395001,2.0
316,7532.0,29715.0,0.0019318916254446534,2.0
317,44448.0,68413.0,0.0019371975760399793,2.0
318,13221.0,35172.0,0.0019383524517137894,2.0
319,4032.0,6595.0,0.00196684460495439,2.0
320,38255.0,56414.0,0.0019688776957151803,2.0
321,11338.0,71295.0,0.0019692990850509766,2.0
322,5108.0,49389.0,0.001969423913161155,2.0
323,61343.0,69379.0,0.0019705830307039404,2.0
324,2720.0,33114.0,0.001971094319264534,2.0
325,24055.0,55053.0,0.0019719593870797447,2.0
326,36377.0,58936.0,0.001975496091693972,2.0
327,22079.0,39821.0,0.001975585976212382,2.0
328,20556.0,41387.0,0.0019757615109655662,2.0
329,55623.0,64093.0,0.001982227140236098,2.0
330,4159.0,16857.0,0.0019846126702250523,2.0
331,23309.0,54161.0,0.0019852436876337744,2.0
332,4337.0,36343.0,0.00198644544876745,2.0
333,734.0,47915.0,0.001989210972565014,2.0
334,54024.0,55836.0,0.0019905057818805586,2.0
335,5248.0,25207.0,0.0019906335661435412,2.0
336,12719.0,67962.0,0.001993020975293173,2.0
337,40139.0,50743.0,0.0019995144108878016,2.0
338,46226.0,48334.0,0.002010291844563797,2.0
339,36879.0,57855.0,0.00201395223896281,2.0
340,13425.0,28558.0,0.002017779427899242,2.0
341,8692.0,14360.0,0.0020212273216170624,2.0
342,34318.0,45470.0,0.0020265766377778206,2.0
343,27171.0,29699.0,0.002028003464480944,2.0
344,22495.0,64346.0,0.0020285992310099302,2.0
345,22146.0,36520.0,0.00203027379416918,2.0
346,53335.0,56134.0,0.0020309614898751578,2.0
347,16118.0,45327.0,0.0020372828981877955,2.0
348,18302.0,21748.0,0.002049577945886784,2.0
349,30600.0,70249.0,0.002054435448657139,2.0
350,8436.0,63618.0,0.0020550451545033256,2.0
351,12396.0,66259.0,0.0020613182432091992,2.0
352,54880.0,54886.0,0.0020640733339529847,2.0
353,44350.0,61558.0,0.0020647599982692453,2.0
354,647.0,58089.0,0.0020655390691371378,2.0
355,29260.0,47601.0,0.0020739469420415495,2.0
356,26813.0,27652.0,0.002082369891219374,2.0
357,53987.0,54276.0,0.002084282970626351,2.0
358,22422.0,63487.0,0.00208640337512751,2.0
359,43005.0,59417.0,0.002087224790694394,2.0
360,5544.0,5944.0,0.002088348248929627,2.0
361,65417.0,67706.0,0.0020901829520045168,2.0
362,35428.0,52907.0,0.0020923613727597966,2.0
363,63018.0,64834.0,0.0020944695330617122,2.0
364,44761.0,50233.0,0.002097118116021799,2.0
365,969.0,16739.0,0.0020974839116791487,2.0
366,47953.0,65091.0,0.0021011836214727517,2.0
367,20218.0,67813.0,0.002101595869200949,2.0
368,26786.0,72320.0,0.002102860160257266,2.0
369,35664.0,47394.0,0.0021032830989789184,2.0
370,8814.0,58145.0,0.002112791159459827,2.0
371,43086.0,70366.0,0.0021127932489957402,2.0
372,44529.0,65218.0,0.0021156739938413107,2.0
373,38559.0,68207.0,0.0021204798277270416,2.0
374,25054.0,72294.0,0.0021234901654135453,2.0
375,18905.0,61085.0,0.0021276435985108423,2.0
376,26420.0,55572.0,0.0021295544560993173,2.0
377,22402.0,28705.0,0.00213048749232726,2.0
378,37527.0,58871.0,0.0021356847862086968,2.0
379,42984.0,55827.0,0.002166307712908663,2.0
380,2940.0,7419.0,0.002170560675555537,2.0
381,24070.0,26390.0,0.002174157968510682,2.0
382,15600.0,25016.0,0.00217717152299311,2.0
383,18257.0,20570.0,0.002177978963463363,2.0
384,6601.0,48326.0,0.002191015866269861,2.0
385,26099.0,47051.0,0.0021967328912980972,2.0
386,4662.0,47610.0,0.002198163361997657,2.0
387,15398.0,68722.0,0.0022020850737402777,2.0
388,5020.0,10344.0,0.002202819925463221,2.0
389,18249.0,20626.0,0.002203926941727692,2.0
390,32797.0,45752.0,0.00220467207122496,2.0
391,21177.0,29172.0,0.0022059634803402338,2.0
392,18223.0,25097.0,0.0022064703721467595,2.0
393,1328.0,35531.0,0.0022068195547129614,2.0
394,18136.0,37229.0,0.0022092200556053983,2.0
395,12758.0,41132.0,0.002209711549590144,2.0
396,13554.0,34120.0,0.0022101618857481853,2.0
397,13504.0,68512.0,0.0022176936613272314,2.0
398,11743.0,33768.0,0.0022209309374623984,2.0
399,3116.0,3234.0,0.0022209881134639645,2.0
400,21930.0,24929.0,0.0022339824401527847,2.0
401,8942.0,8944.0,0.0022393701879490973,2.0
402,16086.0,22063.0,0.0022416943789737446,2.0
403,13750.0,65795.0,0.0022437150866929717,2.0
404,16453.0,44404.0,0.0022474641577542704,2.0
405,7024.0,25396.0,0.0022612490503825322,2.0
406,22823.0,26968.0,0.002262825081109704,2.0
407,18132.0,38246.0,0.002264620464579857,2.0
408,32613.0,60719.0,0.0022681817905981436,2.0
409,20223.0,67026.0,0.002269376964799161,2.0
410,17365.0,35017.0,0.002270524632785594,2.0
411,7814.0,60022.0,0.0022750696843963627,2.0
412,17319.0,32743.0,0.0022773703940622606,2.0
413,31129.0,31537.0,0.002284531520450226,2.0
414,8563.0,63410.0,0.0022882776256920347,2.0
415,33592.0,33789.0,0.0022887776929486144,2.0
416,29327.0,39447.0,0.0022975082067631706,2.0
417,16198.0,42989.0,0.002301158981082151,2.0
418,11022.0,58210.0,0.002303291210299706,2.0
419,36332.0,43259.0,0.002306699995745078,2.0
420,46896.0,47085.0,0.0023067003691237624,2.0
421,23014.0,34254.0,0.0023101211931682653,2.0
422,7846.0,57979.0,0.002317053582506901,2.0
423,26812.0,56556.0,0.00232216351514266,2.0
424,29798.0,50384.0,0.0023250233107386473,2.0
425,3814.0,37067.0,0.002326684336557499,2.0
426,20446.0,24679.0,0.0023268514171510507,2.0
427,28077.0,50437.0,0.002328742579569617,2.0
428,7444.0,65403.0,0.002330263850873879,2.0
429,3125.0,61114.0,0.0023330197065988705,2.0
430,39650.0,70659.0,0.002333037452439412,2.0
431,15523.0,50742.0,0.002337218106682565,2.0
432,40045.0,42320.0,0.0023384346384868115,2.0
433,39282.0,57616.0,0.002340039038413285,2.0
434,39757.0,40520.0,0.0023413969348679824,2.0
435,68251.0,72035.0,0.002353767006502903,2.0
436,36714.0,62652.0,0.002363144645522243,2.0
437,8776.0,23430.0,0.0023661393010933566,2.0
438,20136.0,57415.0,0.0023666762894146627,2.0
439,52573.0,56429.0,0.00237767115335638,2.0
440,11033.0,14164.0,0.002379209531898623,2.0
441,39942.0,63751.0,0.0023809366872959334,2.0
442,21196.0,55833.0,0.0023827837353431326,2.0
443,16539.0,28713.0,0.0023834156955287907,2.0
444,19830.0,26660.0,0.0023843484651757986,2.0
445,4698.0,35099.0,0.002401466838056703,2.0
446,22400.0,61367.0,0.0024021317994164454,2.0
447,28926.0,66242.0,0.00240227103703048,2.0
448,10442.0,43214.0,0.002405114835814461,2.0
449,42307.0,62754.0,0.002405213841101959,2.0
450,18629.0,60610.0,0.002406919586029036,2.0
451,22408.0,69382.0,0.0024074030864137883,2.0
452,3502.0,20899.0,0.0024142729320504883,2.0
453,50798.0,68362.0,0.002420050931457238,2.0
454,7563.0,62341.0,0.002420222098632972,2.0
455,16544.0,16584.0,0.0024220270445726357,2.0
456,22393.0,22979.0,0.002424555182286767,2.0
457,9066.0,44588.0,0.0024248692699379197,2.0
458,33380.0,45140.0,0.0024269573206332335,2.0
459,11963.0,24673.0,0.002429508080731658,2.0
460,39516.0,54446.0,0.002430246701853235,2.0
461,2240.0,46487.0,0.002431561866873551,2.0
462,29137.0,36819.0,0.00243906230785847,2.0
463,27613.0,53935.0,0.0024427445136015018,2.0
464,20156.0,30615.0,0.0024435726671324957,2.0
465,17217.0,28677.0,0.0024463183862862,2.0
466,8887.0,62325.0,0.0024464010800284417,2.0
467,22719.0,57579.0,0.002451101005732883,2.0
468,32802.0,49555.0,0.0024519006273327083,2.0
469,16405.0,19427.0,0.0024594348520307514,2.0
470,30103.0,34148.0,0.0024616093928428347,2.0
471,5406.0,18117.0,0.002463883255837279,2.0
472,6083.0,32617.0,0.0024665185153815434,2.0
473,36369.0,57034.0,0.0024675746359193967,2.0
474,63824.0,64494.0,0.002468275708185669,2.0
475,154.0,64157.0,0.0024689345706171914,2.0
476,17162.0,52337.0,0.002470347017135638,2.0
477,19068.0,43175.0,0.00247053448261707,2.0
478,6002.0,34704.0,0.002475000156880649,2.0
479,55592.0,69853.0,0.0024771091733393376,2.0
480,36903.0,56573.0,0.0024865837545410547,2.0
481,20202.0,42899.0,0.0024931186673829565,2.0
482,44391.0,56443.0,0.0024949296412584837,2.0
483,23514.0,68948.0,0.00249612400966784,2.0
484,24664.0,57558.0,0.002498823714948633,2.0
485,7597.0,10514.0,0.0025043547248695622,2.0
486,41436.0,62213.0,0.0025097619777135773,2.0
487,13098.0,48802.0,0.002514114028368914,2.0
488,9082.0,70426.0,0.0025147960942817054,2.0
489,7035.0,41504.0,0.0025171623010591575,2.0
490,1554.0,34997.0,0.0025197413636394994,2.0
491,47353.0,52685.0,0.002525447224181297,2.0
492,9508.0,22198.0,0.0025297890620074558,2.0
493,11479.0,30491.0,0.002532574886042507,2.0
494,25509.0,28644.0,0.0025336086515682418,2.0
495,13726.0,64762.0,0.0025348337689263616,2.0
496,28803.0,67469.0,0.0025379556603257543,2.0
497,50139.0,50381.0,0.0025409117815153657,2.0
498,16404.0,59977.0,0.0025437773948273107,2.0
499,10433.0,25384.0,0.0025502954531761075,2.0
500,11170.0,17238.0,0.0025516289776129197,2.0
501,5641.0,6082.0,0.002552507437727894,2.0
502,46980.0,47199.0,0.0025548085379870395,2.0
503,51909.0,51960.0,0.0025549844536167,2.0
504,24253.0,61505.0,0.0025597689318938477,2.0
505,44516.0,65196.0,0.002562318656706804,2.0
506,13455.0,59113.0,0.0025624404855132425,2.0
507,3014.0,8751.0,0.002564024054699373,2.0
508,59818.0,68989.0,0.0025642145813727607,2.0
509,14726.0,15395.0,0.0025660356965688923,2.0
510,63642.0,66571.0,0.002571062804845687,2.0
511,5600.0,69991.0,0.002573100412533787,2.0
512,32312.0,34781.0,0.00257379710365295,2.0
513,389.0,37762.0,0.00257382256976204,2.0
514,25987.0,26882.0,0.0025759086798352584,2.0
515,20639.0,41959.0,0.0025802581187940503,2.0
516,48898.0,61521.0,0.0025839299575474684,2.0
517,57032.0,66199.0,0.002587249183730809,2.0
518,32393.0,54513.0,0.0025880485523018244,2.0
519,17152.0,17154.0,0.0025881756123158003,2.0
520,52569.0,70393.0,0.002596482040457532,2.0
521,5557.0,60654.0,0.0025972808564343154,2.0
522,17480.0,41361.0,0.0025986039615105627,2.0
523,7776.0,30508.0,0.002600907320353595,2.0
524,63125.0,66592.0,0.0026070815656439065,2.0
525,29945.0,33719.0,0.002611991747173363,2.0
526,57874.0,72630.0,0.002612281798926713,3.0
527,7479.0,35641.0,0.0026132436163579602,2.0
528,13230.0,28739.0,0.002617650516752992,2.0
529,11333.0,68433.0,0.0026188882692851096,2.0
530,36284.0,59898.0,0.0026194689888147937,2.0
531,35524.0,39253.0,0.0026211534308602535,2.0
532,27199.0,57880.0,0.002621590709631447,2.0
533,64571.0,64742.0,0.002623724858270944,2.0
534,6734.0,13958.0,0.0026251593074735104,2.0
535,11237.0,54382.0,0.0026260226824555764,2.0
536,28506.0,67522.0,0.002626966770688305,2.0
537,4324.0,36460.0,0.002628615913125332,2.0
538,2013.0,5958.0,0.0026333477443671186,2.0
539,38518.0,50853.0,0.002633606291517659,2.0
540,11378.0,31772.0,0.002637927997738044,2.0
541,13631.0,17537.0,0.0026388345749560793,2.0
542,52853.0,53965.0,0.002643785793990967,2.0
