0.000000000000000000e+00,6.563351607518846942e-02,1.251771547428629124e-02,6.441199682360200518e-02,3.190738055126104283e-02,2.060984491290402537e-02,4.368581539836233901e-02,1.500207356281942420e-02,1.057226867913935164e-01,3.515836348645876713e-02,2.073488285939822651e-01,7.728446370172181723e-02
6.563351607518846942e-02,0.000000000000000000e+00,5.769333818286005028e-02,1.321607276101496951e-03,9.603275432928184974e-02,4.591876106606212343e-02,1.070189347911005839e-01,7.599307475845797077e-02,1.697767983484530785e-01,4.488053340529098850e-02,2.718846616687780049e-01,1.387926296619553523e-01
1.251771547428629124e-02,5.769333818286005028e-02,0.000000000000000000e+00,5.656710523290042758e-02,3.845994229212559845e-02,1.203838574630248723e-02,4.936825925550163835e-02,1.831136145072808502e-02,1.122234813935005932e-01,2.275296456013586183e-02,2.146591117470948995e-01,8.169120463268005061e-02
6.441199682360200518e-02,1.321607276101496951e-03,5.656710523290042758e-02,0.000000000000000000e+00,9.488144840570421346e-02,4.476090121946225270e-02,1.058978422395497471e-01,7.486365147426220223e-02,1.686565563685931690e-01,4.408802396109491595e-02,2.707417425037811354e-01,1.377422111817149797e-01
3.190738055126104283e-02,9.603275432928184974e-02,3.845994229212559845e-02,9.488144840570421346e-02,0.000000000000000000e+00,5.014821875521473932e-02,1.189303235931609901e-02,2.024860874161237695e-02,7.410320621449922873e-02,5.766600738442682200e-02,1.764298353139577002e-01,4.569299424219446654e-02
2.060984491290402537e-02,4.591876106606212343e-02,1.203838574630248723e-02,4.476090121946225270e-02,5.014821875521473932e-02,0.000000000000000000e+00,6.126743618916601075e-02,3.020303767830942107e-02,1.240765991443504856e-01,1.895344684976799088e-02,2.263250922528177167e-01,9.371735335671595168e-02
4.368581539836233901e-02,1.070189347911005839e-01,4.936825925550163835e-02,1.058978422395497471e-01,1.189303235931609901e-02,6.126743618916601075e-02,0.000000000000000000e+00,3.107681223838584805e-02,6.290108090218143877e-02,6.701753933264691099e-02,1.656374838605430833e-01,3.380488177206689843e-02
1.500207356281942420e-02,7.599307475845797077e-02,1.831136145072808502e-02,7.486365147426220223e-02,2.024860874161237695e-02,3.020303767830942107e-02,3.107681223838584805e-02,0.000000000000000000e+00,9.394387336938471444e-02,3.799025288022497837e-02,1.964532296535064226e-01,6.380959425155061093e-02
1.057226867913935164e-01,1.697767983484530785e-01,1.122234813935005932e-01,1.686565563685931690e-01,7.410320621449922873e-02,1.240765991443504856e-01,6.290108090218143877e-02,9.394387336938471444e-02,0.000000000000000000e+00,1.289370972173193020e-01,1.031095415536688181e-01,3.428209079846505219e-02
3.515836348645876713e-02,4.488053340529098850e-02,2.275296456013586183e-02,4.408802396109491595e-02,5.766600738442682200e-02,1.895344684976799088e-02,6.701753933264691099e-02,3.799025288022497837e-02,1.289370972173193020e-01,0.000000000000000000e+00,2.316564344299690270e-01,9.634370247827871159e-02
2.073488285939822651e-01,2.718846616687780049e-01,2.146591117470948995e-01,2.707417425037811354e-01,1.764298353139577002e-01,2.263250922528177167e-01,1.656374838605430833e-01,1.964532296535064226e-01,1.031095415536688181e-01,2.316564344299690270e-01,0.000000000000000000e+00,1.363319003485523317e-01
7.728446370172181723e-02,1.387926296619553523e-01,8.169120463268005061e-02,1.377422111817149797e-01,4.569299424219446654e-02,9.371735335671595168e-02,3.380488177206689843e-02,6.380959425155061093e-02,3.428209079846505219e-02,9.634370247827871159e-02,1.363319003485523317e-01,0.000000000000000000e+00
