0.000000000000000000e+00,1.340327049845741261e-02,1.095069673090047838e-02,1.310683709907606471e-02,1.269440685459305961e-02,7.794025547933662416e-03,1.956534998254231064e-02,1.302861699540575242e-02,3.193539277176428437e-02,2.627082216748392526e-02,4.011190638633473082e-02,4.102821008610907372e-02
1.340327049845741261e-02,0.000000000000000000e+00,1.319576497437927910e-02,5.816748471887782379e-04,1.884057839371632015e-02,9.658335993037291817e-03,2.331516274458421065e-02,1.669447718973931724e-02,3.495931373432049211e-02,2.429159793177255652e-02,4.398957036682157179e-02,4.128415493559738775e-02
1.095069673090047838e-02,1.319576497437927910e-02,0.000000000000000000e+00,1.337644927348918475e-02,5.905022186241928352e-03,4.440469945359268138e-03,1.043939184648373653e-02,3.513209438431287579e-03,2.270702571555864233e-02,1.533094209059850457e-02,3.151651974648077975e-02,3.072565536032108996e-02
1.310683709907606471e-02,5.816748471887782379e-04,1.337644927348918475e-02,0.000000000000000000e+00,1.895620017448906153e-02,9.708662853173358198e-03,2.356943444686671399e-02,1.688450383895749585e-02,3.528979651124802830e-02,2.474800513169136962e-02,4.430804275056782204e-02,4.171707619316439297e-02
1.269440685459305961e-02,1.884057839371632015e-02,5.905022186241928352e-03,1.895620017448906153e-02,0.000000000000000000e+00,9.344016078904702344e-03,6.979065250812773770e-03,3.166547366818604596e-03,1.924437700395573853e-02,1.583548196339959468e-02,2.750302417373344174e-02,2.865182530523585278e-02
7.794025547933662416e-03,9.658335993037291817e-03,4.440469945359268138e-03,9.708662853173358198e-03,9.344016078904702344e-03,0.000000000000000000e+00,1.481269989701335457e-02,7.766900756745014935e-03,2.713986151014244688e-02,1.922311292026715815e-02,3.591569443375896425e-02,3.506905634198187460e-02
1.956534998254231064e-02,2.331516274458421065e-02,1.043939184648373653e-02,2.356943444686671399e-02,6.979065250812773770e-03,1.481269989701335457e-02,0.000000000000000000e+00,7.063861408426143872e-03,1.246905643797245958e-02,1.074564207617337112e-02,2.110893666728291818e-02,2.168452939212652669e-02
1.302861699540575242e-02,1.669447718973931724e-02,3.513209438431287579e-03,1.688450383895749585e-02,3.166547366818604596e-03,7.766900756745014935e-03,7.063861408426143872e-03,0.000000000000000000e+00,1.948011924900896336e-02,1.377151001289727422e-02,2.817128499871134756e-02,2.803485711138392275e-02
3.193539277176428437e-02,3.495931373432049211e-02,2.270702571555864233e-02,3.528979651124802830e-02,1.924437700395573853e-02,2.713986151014244688e-02,1.246905643797245958e-02,1.948011924900896336e-02,0.000000000000000000e+00,1.372256695462785100e-02,9.078939230060430188e-03,1.099895000226013345e-02
2.627082216748392526e-02,2.429159793177255652e-02,1.533094209059850457e-02,2.474800513169136962e-02,1.583548196339959468e-02,1.922311292026715815e-02,1.074564207617337112e-02,1.377151001289727422e-02,1.372256695462785100e-02,0.000000000000000000e+00,2.229600919371075435e-02,1.709995999538094918e-02
4.011190638633473082e-02,4.398957036682157179e-02,3.151651974648077975e-02,4.430804275056782204e-02,2.750302417373344174e-02,3.591569443375896425e-02,2.110893666728291818e-02,2.817128499871134756e-02,9.078939230060430188e-03,2.229600919371075435e-02,0.000000000000000000e+00,1.141238102002750665e-02
4.102821008610907372e-02,4.128415493559738775e-02,3.072565536032108996e-02,4.171707619316439297e-02,2.865182530523585278e-02,3.506905634198187460e-02,2.168452939212652669e-02,2.803485711138392275e-02,1.099895000226013345e-02,1.709995999538094918e-02,1.141238102002750665e-02,0.000000000000000000e+00
