0.000000000000000000e+00,1.998880512659374276e+00,1.999969229614301902e+00,1.998923336091591674e+00,2.944798798854279462e-02,2.115480230258619254e-02,1.999605717094594226e+00,1.050790045908701724e-02,1.013100124859601658e-01,1.999753189703090683e+00,2.036621654998330144e-01,1.998808796719415692e+00
1.998880512659374276e+00,0.000000000000000000e+00,5.701362216378354913e-02,1.298352844897715172e-03,1.997717871975774884e+00,1.999472248187151857e+00,1.051721400295616005e-01,1.998590695841525156e+00,1.993064353161670965e+00,3.775989031734033885e-02,1.981894486643716702e+00,1.325183074004498973e-01
1.999969229614301902e+00,5.701362216378354913e-02,0.000000000000000000e+00,5.573603273765397742e-02,1.999628816523270958e+00,1.999968697778649496e+00,4.831593583398426789e-02,1.999918258614785449e+00,1.996978080742637385e+00,2.051210345328824750e-02,1.988696459977220998e+00,7.661109301874846622e-02
1.998923336091591674e+00,1.298352844897715172e-03,5.573603273765397742e-02,0.000000000000000000e+00,1.997778456167742744e+00,1.999501344893531929e+00,1.039069349825269967e-01,1.998638156524302989e+00,1.993168124902956473e+00,3.653301650039218751e-02,1.982061311752920441e+00,1.312889969564685344e-01
2.944798798854279462e-02,1.997717871975774884e+00,1.999628816523270958e+00,1.997778456167742744e+00,0.000000000000000000e+00,4.965905318992956674e-02,1.999972801578849380e+00,2.047507670290751175e-02,7.188924619813248651e-02,1.999145640843125848e+00,1.743602891840112523e-01,1.999595237134549119e+00
2.115480230258619254e-02,1.999472248187151857e+00,1.999968697778649496e+00,1.999501344893531929e+00,4.965905318992956674e-02,0.000000000000000000e+00,1.999114838020715768e+00,2.924995505845675789e-02,1.210727685897515643e-01,1.999968676143263790e+00,2.234579819584284477e-01,1.998075479037199509e+00
1.999605717094594226e+00,1.051721400295616005e-01,4.831593583398426789e-02,1.039069349825269967e-01,1.999972801578849380e+00,1.999114838020715768e+00,0.000000000000000000e+00,1.999770964754113312e+00,1.999047725155830513e+00,6.778818403246852919e-02,1.993240813583326387e+00,2.984142922239727339e-02
1.050790045908701724e-02,1.998590695841525156e+00,1.999918258614785449e+00,1.998638156524302989e+00,2.047507670290751175e-02,2.924995505845675789e-02,1.999770964754113312e+00,0.000000000000000000e+00,9.192942474413494380e-02,1.999637872438759123e+00,1.944246581057871293e-01,1.999129192442612890e+00
1.013100124859601658e-01,1.993064353161670965e+00,1.996978080742637385e+00,1.993168124902956473e+00,7.188924619813248651e-02,1.210727685897515643e-01,1.999047725155830513e+00,9.192942474413494380e-02,0.000000000000000000e+00,1.995845451623039279e+00,1.027334612604805797e-01,1.999696255642541054e+00
1.999753189703090683e+00,3.775989031734033885e-02,2.051210345328824750e-02,3.653301650039218751e-02,1.999145640843125848e+00,1.999968676143263790e+00,6.778818403246852919e-02,1.999637872438759123e+00,1.995845451623039279e+00,0.000000000000000000e+00,1.986606204202872039e+00,9.481931503459054000e-02
2.036621654998330144e-01,1.981894486643716702e+00,1.988696459977220998e+00,1.982061311752920441e+00,1.743602891840112523e-01,2.234579819584284477e-01,1.993240813583326387e+00,1.944246581057871293e-01,1.027334612604805797e-01,1.986606204202872039e+00,0.000000000000000000e+00,1.995319874667721649e+00
1.998808796719415692e+00,1.325183074004498973e-01,7.661109301874846622e-02,1.312889969564685344e-01,1.999595237134549119e+00,1.998075479037199509e+00,2.984142922239727339e-02,1.999129192442612890e+00,1.999696255642541054e+00,9.481931503459054000e-02,1.995319874667721649e+00,0.000000000000000000e+00
